Section	Key	English	Amharic	Oromo	Tigrinya	Somali
projectSettings	projectSettings.notifyOnAssignmentDesc	Get notified when assigned to a project or task	ለፕሮጀክት ወይም ተግባር ሲመደቡ ማሳወቂያ ይቀበሉ	Pirojektii ykn hojiitti yeroo ramadamanitti beeksisa argattu	ኣብ ፕሮጀክት ወይ ተግባር ክትምደብ ከለኻ ሓበሬታ ተቐበል	Hel ogeysiis markii mashruuc ama hawl lagugu xilsaaro
projectSettings	projectSettings.weeklyProjectDigest	Weekly project digest	ሳምንታዊ የፕሮጀክት ማጠቃለያ	Cuunfaa pirojektii torbaniin	ሰሙናዊ ናይ ፕሮጀክት ጽሟቕ	Soo koobidda mashruuca toddobaadlaha
projectSettings	projectSettings.weeklyProjectDigestDesc	Receive a weekly summary of project activity	ሳምንታዊ የፕሮጀክት እንቅስቃሴ ማጠቃለያ ይቀበሉ	Cuunfaa sochii pirojektii torbaniin fudhacchuu	ሰሙናዊ ጽሟቕ ናይ ፕሮጀክት ንጥፈት ተቐበል	Hel soo koobid toddobaadlaha ah oo ku saabsan dhaqdhaqaaqa mashruuca
projectSettings	projectSettings.membersPermissionsDesc	Manage access control and permissions	የመዳረሻ ቁጥጥር እና ፈቃዶችን ያስተዳድሩ	To'annoo argachuu fi hayyama bulchi	ናይ ኣገልግሎት ቁጽጽር ን ፍቓዳትን ኣመሓድር	Maamul xakamaynta gelitaanka iyo ogolaanshaha
projectSettings	projectSettings.membersComingSoon	Member management and role-based access control settings coming soon...	የአባላት አስተዳደር እና ሚና ላይ የተመሰረተ የመዳረሻ ቁጥጥር ቅንብሮች በቅርቡ ይመጣሉ...	Qindaa'inni bulchiinsa miseensotaa fi to'annoo argachuu gahee irratti hundaa'e dhiyootti ni dhufa...	ናይ ኣባላት ምሕደራ ን ተራ-ዝተመስረተ ናይ ኣገልግሎት ቁጽጽር ቅጥዒታት ኣብ ቀረባ ይመጽእ...	Maaraynta xubnaha iyo dejinta xakamaynta gelitaanka ee ku salaysan doorka waa iman doontaa dhowaan...
projectSettings	projectSettings.workflowsDesc	Customize project workflows and statuses	የፕሮጀክት የሥራ ፍሰቶችን እና ሁኔታዎችን ያብጁ	Adeemsa hojii fi haala pirojektii jijjiiri	ናይ ፕሮጀክት ናይ ስራሕ ኣሰራርሓ ን ኩነታትን ኣዳሉ	U habeyn habka shaqada mashruuca iyo xaaladaha
projectSettings	projectSettings.workflowsComingSoon	Workflow customization coming soon...	የሥራ ፍሰት ማበጀት በቅርቡ ይመጣል...	Jijjiirraa adeemsa hojii dhiyootti ni dhufa...	ናይ ስራሕ ኣሰራርሓ ምዕጣቕ ኣብ ቀረባ ይመጽእ...	Habeynta habka shaqadu waa iman doontaa dhowaan...
projectSettings	projectSettings.securityDesc	Security and privacy settings	የደህንነት እና ግላዊነት ቅንብሮች	Qindaa'ina nageenya fi iccitii	ናይ ድሕነት ን ውልቃውነትን ቅጥዒታት	Dejinta amniga iyo asturnaanta
projectSettings	projectSettings.allowGuestAccess	Allow guest access	የእንግዳ መዳረሻ ፍቀድ	Argachuu keessummaaf hayyami	ናይ ጋሻ ኣገልግሎት ፍቐድ	U oggolow gelitaanka marti
projectSettings	projectSettings.allowGuestAccessDesc	Enable external users to view projects with read-only access	ውጫዊ ተጠቃሚዎች ፕሮጀክቶችን በማንበብ ብቻ እንዲመለከቱ ያንቁ	Fayyadamtoonni alaa pirojektota dubbisuu qofaan akka ilaalaniif dandeessisi	ናይ ደገ ተጠቀምቲ ፕሮጀክትታት ብምንባብ ጥራይ ክርእዩ ኣኽእል	U oggolow isticmaalayaasha dibadda inay mashruucyada arkaan oo kaliya akhris
projectsSummary	projectsSummary.title	Projects Overview	የፕሮጀክቶች አጠቃላይ እይታ	Ilaalcha Waliigalaa Pirojektota	ሓፈሻዊ ትዕዝብቲ ፕሮጀክትታት	Guud Mar Mashruucyada
projectsSummary	projectsSummary.loadingAnalyticsData	Loading analytics data...	የትንታኔ ዳታ በመጫን ላይ...	Daataa xiinxalaa fe'aa jira...	ናይ ትንተና ዳታ ይጸዓን ኣሎ...	Xogta falanqaynta waa la soo rarayaa...
projectsSummary	projectsSummary.totalProjects	Total Projects	ጠቅላላ ፕሮጀክቶች	Pirojektota Waliigalaa	ጠቕላላ ፕሮጀክትታት	Wadarta Mashruucyada
projectsSummary	projectsSummary.activeProjects	Active Projects	ንቁ ፕሮጀክቶች	Pirojektota Hojii Irra	ንጡፋት ፕሮጀክትታት	Mashruucyada Firfircoon
projectsSummary	projectsSummary.completed	Completed	ተጠናቅቋል	Xumurame	ዝተወድኡ	La dhammeeyey
projectsSummary	projectsSummary.atRisk	At Risk	አደጋ ላይ	Balaa Irra	ኣብ ሓደጋ	Khatar ku jira
projectsSummary	projectsSummary.projectHealth	Project Health	የፕሮጀክት ጤና	Fayyummaa Pirojektii	ጥዕና ፕሮጀክት	Caafimaadka Mashruuca
projectsSummary	projectsSummary.onTrack	On Track	በትክክል	Karaa Irra	ኣብ መስመር	Waa Hagaagsan yahay
projectsSummary	projectsSummary.offTrack	Off Track	ከመስመር ውጭ	Karaa Irraa	ካብ መስመር	Ka baxay Wadada
projectsSummary	projectsSummary.projectTrends	Project Trends	የፕሮጀክት አዝማሚያዎች	Adeemsa Pirojektii	ናይ ፕሮጀክት ዝንባሌታት	Isbedelada Mashruuca
projectsSummary	projectsSummary.topPerformingProjects	Top Performing Projects	ከፍተኛ አፈጻጸም ያላቸው ፕሮጀክቶች	Pirojektota Raawwannoo Ol'aanaa	ዝበለጸ ኣፈጻጽማ ዘለዎም ፕሮጀክትታት	Mashruucyada Waxqabadka Ugu Fiican
projectsSummary	projectsSummary.viewAll	View All	ሁሉንም ይመልከቱ	Hundaa Ilaali	ኩሉ ርአ	Dhammaan Arag
projectsSummary	projectsSummary.upcomingMilestones	Upcoming Milestones	መጪ ማይልስቶኖች	Milestone Dhufaa Jiran	ዝመጹ ዓበይቲ ምዕራፋት	Marxaladaha Soo Socda
projectsSummary	projectsSummary.daysLeft	days left	ቀናት ቀርተዋል	guyyaa hafe	መዓልታት ተሪፉ	maalmood hartay
projectsSummary	projectsSummary.recentActivity	Recent Activity	የቅርብ ጊዜ እንቅስቃሴ	Sochii Dhiyoo	ናይ ቀረባ ንጥፈት	Dhaqdhaqaaqa Dhowaan
projectsSummary	projectsSummary.performanceInsight	Performance Insight	የአፈጻጸም ግንዛቤ	Hubannoo Raawwannoo	ናይ ኣፈጻጽማ ትንተና	Aragti Waxqabadka
projectsSummary	projectsSummary.last7Days	Last 7 Days	ባለፉት 7 ቀናት	Guyyaa 7 Darban	ናይ መወዳእታ 7 መዓልታት	7dii Maalmood ee la soo Dhaafay
projectsSummary	projectsSummary.last30Days	Last 30 Days	ባለፉት 30 ቀናት	Guyyaa 30 Darban	ናይ መወዳእታ 30 መዓልታት	30ka Maalmood ee la soo Dhaafay
projectsSummary	projectsSummary.last90Days	Last 90 Days	ባለፉት 90 ቀናት	Guyyaa 90 Darban	ናይ መወዳእታ 90 መዓልታት	90ka Maalmood ee la soo Dhaafay
projectsSummary	projectsSummary.tasks	tasks	ተግባራት	hojiiwwan	ተግባራት	hawlaha
projectsSummary	projectsSummary.created	Created	ተፈጥሯል	Uumame	ዝተፈጥሩ	La sameeyey
projectsSummary	projectsSummary.completedLegend	Completed	ተጠናቅቋል	Xumurame	ዝተወድኡ	La dhammeeyey
projectPages	projectPages.title	Pages	ገጾች	Fuulota	ገጻት	Bogagga
projectPages	projectPages.createPage	Create Page	ገጽ ፍጠር	Fuula Uumi	ገጽ ፍጠር	Bog Samee
projectPages	projectPages.projectDocumentation	Project documentation	የፕሮጀክት ሰነዶች	Galmeewwan pirojektii	ናይ ፕሮጀክት ሰነዳት	Dukumentiyada mashruuca
projectPages	projectPages.projectDocumentationDesc	Create pages to document your projects, share knowledge, and keep your team aligned.	ፕሮጀክቶችዎን ለማስመዝገብ፣ እውቀት ለማጋራት እና ቡድንዎን ለማስማማት ገጾችን ይፍጠሩ።	Pirojektota keessan galmeessuuf, beekumsa qooduuf, fi garee keessan walsimsisuuf fuulota uumi.	ፕሮጀክትታትካ ንምሰናድ፣ ፍልጠት ንምክፋል፣ ን ጋንታኻ ንምስምማዕ ገጻት ፍጠር።	Samee bogag si aad u diiwaangeliso mashruucyadaada, wadaagto aqoonta, oo kooxdaada isku xidho.
projectPages	projectPages.blankPage	Blank Page	ባዶ ገጽ	Fuula Duwwaa	ባዶ ገጽ	Bog Madhan
projectPages	projectPages.blankPageDesc	Start from scratch with a blank canvas	ከባዶ ሸራ ይጀምሩ	Fuula duwwaa irraa jalqabi	ብባዶ ካንቫስ ካብ ባዶ ጀምር	Ka bilow bog madhan oo cusub
projectPages	projectPages.projectBrief	Project Brief	የፕሮጀክት ማጠቃለያ	Cuunfaa Pirojektii	ናይ ፕሮጀክት ጽሟቕ	Soo koobidda Mashruuca
projectPages	projectPages.projectBriefDesc	Document project goals, scope, and deliverables	የፕሮጀክት ግቦችን፣ ወሰንን እና ውጤቶችን ያስመዝግቡ	Galmoota, daangaa, fi bu'aawwan pirojektii galmeessi	ናይ ፕሮጀክት ዕላማታት፣ ዓውዲ፣ ን ውጽኢታትን ሰንድ	Diiwaangeli hadafyada, baaxadda, iyo wax-soo-saarka mashruuca
projectPages	projectPages.technicalSpec	Technical Spec	ቴክኒካል ዝርዝር	Ibsa Teeknikaalaa	ናይ ቴክኒክ ዝርዝር	Faahfaahinta Farsamada
projectPages	projectPages.technicalSpecDesc	Document technical requirements and architecture	ቴክኒካል መስፈርቶችን እና አርክቴክቸርን ያስመዝግቡ	Ulaagaalee teeknikaalaa fi ijaarsa galmeessi	ናይ ቴክኒክ ጠለባት ን ኣርክተክቸርን ሰንድ	Diiwaangeli shuruudaha farsamada iyo qaab-dhismeedka
projectPages	projectPages.createYourFirstPage	Create Your First Page	የመጀመሪያ ገጽዎን ይፍጠሩ	Fuula Jalqabaa Keessan Uumaa	ቀዳማይ ገጽካ ፍጠር	Boggaaga Koowaad Samee
projectCode	projectCode.title	Code	ኮድ	Koodii	ኮድ	Koodhka
projectCode	projectCode.connectRepository	Connect Repository	ሪፖዚቶሪ አገናኝ	Kuusaa Walitti Hidhi	ሪፖዚቶሪ ኣራኽብ	Ku xidh Kaydka
projectCode	projectCode.connectYourCodeRepo	Connect your code repository	የኮድ ሪፖዚቶሪዎን ያገናኙ	Kuusaa koodii keessan walitti hidhi	ናይ ኮድ ሪፖዚቶሪኻ ኣራኽብ	Ku xidh kaydka koodhkaaga
projectCode	projectCode.connectYourCodeRepoDesc	Link repositories to track commits, PRs, and branches alongside your projects.	ኮሚቶችን፣ PR-ዎችን እና ቅርንጫፎችን ከፕሮጀክቶችዎ ጋር ለመከታተል ሪፖዚቶሪዎችን ያገናኙ።	Commit, PR, fi damee pirojektota keessan waliin hordofuuf kuusaalee walitti hidhi.	ሪፖዚቶሪታት ኣራኽብ ኮሚትታት፣ PRs፣ ን ጨንፈራትን ምስ ፕሮጀክትታትካ ንምክትታል።	Kaydyada ku xidh si aad u raadraacdo commits, PRs, iyo laamaha mashruucyadaada.
projectCode	projectCode.commits	Commits	ኮሚቶች	Commit	ኮሚትታት	Commits
projectCode	projectCode.commitsDesc	Track code commits linked to projects	ከፕሮጀክቶች ጋር የተገናኙ የኮድ ኮሚቶችን ይከታተሉ	Commit koodii pirojektota waliin walitti hidhamanii hordofi	ምስ ፕሮጀክትታት ዝተኣሳሰሩ ናይ ኮድ ኮሚትታት ተኸታተል	Raadraac commits-ka koodhka ee ku xidhan mashruucyada
projectCode	projectCode.pullRequests	Pull Requests	Pull Requests	Pull Requests	Pull Requests	Pull Requests
projectCode	projectCode.pullRequestsDesc	Monitor PRs and code reviews	PR-ዎችን እና ኮድ ግምገማዎችን ይከታተሉ	PR fi gamaaggama koodii to'adhu	PRs ን ናይ ኮድ ግምገማታትን ተኸታተል	La socod PRs-ka iyo dib u eegista koodhka
projectCode	projectCode.branches	Branches	ቅርንጫፎች	Dameelee	ጨንፈራት	Laamaha
projectCode	projectCode.branchesDesc	View active feature branches	ንቁ የባህሪ ቅርንጫፎችን ይመልከቱ	Dameelee amala hojii irra jiran ilaali	ንጡፋት ናይ ባህርይ ጨንፈራት ርአ	Arag laamaha sifooyinka ee firfircoon
projectCode	projectCode.chooseProvider	Choose your code hosting provider to connect repositories	ሪፖዚቶሪዎችን ለማገናኘት የኮድ ማስተናገጃ አቅራቢዎን ይምረጡ	Kuusaalee walitti hidhuuf dhiyeessaa koodii keessan fili	ሪፖዚቶሪታት ንምርኻብ ናይ ኮድ ኣቕራቢ ምረጽ	Dooro bixiyaha kaydinta koodhka si aad ugu xidho kaydyada
projectCode	projectCode.connectGitHub	Connect your GitHub repositories	GitHub ሪፖዚቶሪዎችዎን ያገናኙ	Kuusaalee GitHub keessan walitti hidhi	ናይ GitHub ሪፖዚቶሪታትካ ኣራኽብ	Ku xidh kaydyadaada GitHub
projectCode	projectCode.connectGitLab	Connect your GitLab repositories	GitLab ሪፖዚቶሪዎችዎን ያገናኙ	Kuusaalee GitLab keessan walitti hidhi	ናይ GitLab ሪፖዚቶሪታትካ ኣራኽብ	Ku xidh kaydyadaada GitLab
projectCode	projectCode.connectBitbucket	Connect your Bitbucket repositories	Bitbucket ሪፖዚቶሪዎችዎን ያገናኙ	Kuusaalee Bitbucket keessan walitti hidhi	ናይ Bitbucket ሪፖዚቶሪታትካ ኣራኽብ	Ku xidh kaydyadaada Bitbucket
projectCode	projectCode.connect	Connect	አገናኝ	Walitti Hidhi	ኣራኽብ	Ku xidh
projectForms	projectForms.title	Project Forms	የፕሮጀክት ቅጾች	Unkaawwan Pirojektii	ናይ ፕሮጀክት ቅጥዒታት	Foomamka Mashruuca
projectForms	projectForms.chooseTemplate	Choose a template	አብነት ይምረጡ	Moodeela fili	ቅዳሕ ምረጽ	Dooro qaab
projectForms	projectForms.chooseTemplateDesc	Select a template to quickly create standardized project items	ደረጃቸውን የጠበቁ የፕሮጀክት ዕቃዎችን በፍጥነት ለመፍጠር አብነት ይምረጡ	Wantoota pirojektii istaandaardii saffisaan uumuuf moodeela fili	ስታንዳርድ ናይ ፕሮጀክት ኣቑሑት ብቕልጡፍ ንምፍጣር ቅዳሕ ምረጽ	Dooro qaab si aad si dhakhso ah u sameyso waxyaabaha caadiga ah ee mashruuca
projectForms	projectForms.bugReport	Bug Report	የስህተት ሪፖርት	Gabaasa Dogoggora	ናይ ጸገም ጸብጻብ	Warbixinta Cilladda
projectForms	projectForms.bugReportDesc	Report bugs and technical issues with detailed reproduction steps	ዝርዝር የመድገሚያ ደረጃዎች ያሉት ስህተቶችን እና ቴክኒካል ችግሮችን ሪፖርት ያድርጉ	Dogoggora fi rakkoo teeknikaalaa tarkaanfii irra deebi'uu bal'aa waliin gabaasi	ምስ ዝርዝር ናይ ምድጋም ስጉምትታት ጸገማት ን ቴክኒካዊ ጉዳያትን ሓብር	Ka warbixin cilladaha iyo dhibaatooyinka farsamada oo leh tillaabooyin faahfaahsan oo dib u soo saarid ah
projectForms	projectForms.featureRequest	Feature Request	የባህሪ ጥያቄ	Gaaffii Amala	ናይ ባህርይ ጠለብ	Codsiga Sifada
projectForms	projectForms.featureRequestDesc	Propose new features and enhancements	አዲስ ባህሪያትን እና ማሻሻያዎችን ያቅርቡ	Amaloota haaraa fi fooyyessa dhiyeessi	ሓደስቲ ባህርያት ን ምምሕያሻትን ኣቕርብ	Soo jeediso sifooyinka cusub iyo horumarinta
projectForms	projectForms.task	Task	ተግባር	Hojii	ተግባር	Hawl
projectForms	projectForms.taskDesc	Create actionable tasks and to-dos	ሊሠሩ የሚችሉ ተግባራትን ይፍጠሩ	Hojiiwwan raawwatamuu danda'an uumi	ተግባራዊ ስራሓት ን ናይ ምግባር ዝርዝርን ፍጠር	Samee hawlo la fulin karo iyo waxyaabaha la qaban doono
projectForms	projectForms.epic	Epic	Epic	Epic	ኤፒክ	Shaqo Weyn
projectForms	projectForms.epicDesc	Large body of work that can be broken down into stories	ወደ ታሪኮች ሊከፋፈል የሚችል ትልቅ የሥራ ክፍል	Hojii guddaa gara seenaatti hiramuu danda'u	ናብ ጽሑፋት ክፈላለ ዝኽእል ዓቢ ስራሕ	Shaqo badan oo loo kala qaybsan karo sheekooyin
projectForms	projectForms.improvement	Improvement	ማሻሻያ	Fooyyessa	ምምሕያሽ	Horumarinta
projectForms	projectForms.improvementDesc	Enhancements to existing features or processes	ያሉ ባህሪያትን ወይም ሂደቶችን ማሻሻል	Amaloota ykn adeemsa jiranii fooyyessuu	ንዘለዉ ባህርያት ወይ ስርሒታት ዝግበሩ ምምሕያሻት	Horumarinta sifooyinka ama habka jira
projectForms	projectForms.fields	fields	መስኮች	dirreewwan	መዳያት	meelaha
securitySettings	securitySettings.title	Security Settings	የደህንነት ቅንብሮች	Qindaa'ina Nageenya	ናይ ድሕነት ቅጥዒታት	Dejinta Amniga
securitySettings	securitySettings.description	Manage your account security and two-factor authentication.	የመለያዎን ደህንነት እና ባለ ሁለት ደረጃ ማረጋገጫን ያስተዳድሩ።	Nageenya herrega keessanii fi mirkaneessa sadarkaa lamaa bulchi.	ናይ ኣካውንትካ ድሕነት ን ክልተ-ደረጃ ምርግጋጽን ኣመሓድር።	Maamul amniga akoontigaaga iyo xaqiijinta laba-tallaabo.
securitySettings	securitySettings.twoFactorAuth	Two-Factor Authentication	ባለ ሁለት ደረጃ ማረጋገጫ	Mirkaneessa Sadarkaa Lamaa	ክልተ-ደረጃ ምርግጋጽ	Xaqiijinta Laba-Tallaabo
securitySettings	securitySettings.accountProtected	Your account is protected with 2FA	መለያዎ በ 2FA ተጠብቋል	Herregni keessan 2FA tiin eegame	ኣካውንትካ ብ 2FA ተሓልዩ ኣሎ	Akoontigaada waxaa ilaaliyaa 2FA
securitySettings	securitySettings.addExtraLayer	Add an extra layer of security to your account	ለመለያዎ ተጨማሪ የደህንነት ሽፋን ይጨምሩ	Herrega keessaniif dabala nageenya dabalata dabali	ንኣካውንትካ ተወሳኺ ደረጃ ድሕነት ወስኽ	Ku dar lakab amni oo dheeraad ah akoontigaada
securitySettings	securitySettings.enabled	Enabled	ነቅቷል	Dandeeffame	ሰሪሑ ኣሎ	Waa la daaday
securitySettings	securitySettings.disabled	Disabled	ተሰናክሏል	Dhaamfame	ጠፊኡ ኣሎ	Waa la damiyey
securitySettings	securitySettings.authenticatorDesc	Use an authenticator app (like Google Authenticator, Authy, or 1Password) to generate one-time codes for signing in. This protects your account even if your password is compromised.	ለመግባት የአንድ ጊዜ ኮዶችን ለማመንጨት የማረጋገጫ መተግበሪያ (እንደ Google Authenticator፣ Authy ወይም 1Password) ይጠቀሙ። ይህ የይለፍ ቃልዎ ቢጠቃም መለያዎን ይጠብቃል።	Seenuuf koodii al-tokkee uumuuf app mirkaneessaa (kan akka Google Authenticator, Authy, ykn 1Password) fayyadami. Kun jecha iccitii keessan utuu miidhameyyuu herrega keessan ni eega.	ንምእታው ናይ ሓደ ግዜ ኮድ ንምፍጣር ናይ ምርግጋጽ ኣፕ (ከም Google Authenticator፣ Authy፣ ወይ 1Password) ተጠቐም። እዚ ፓስዎርድካ እንተተጠሊፉ እውን ኣካውንትካ ይሕልዎ።	Isticmaal abka xaqiijinta (sida Google Authenticator, Authy, ama 1Password) si aad u sameyso koodyo hal-mar ah oo aad ku soo gasho. Tani waxay ilaaliyaa akoontigaada xitaa haddii erayga sirta ah la ogaado.
securitySettings	securitySettings.setUp2FA	Set Up Two-Factor Authentication	ባለ ሁለት ደረጃ ማረጋገጫ አዋቅር	Mirkaneessa Sadarkaa Lamaa Qindeessi	ክልተ-ደረጃ ምርግጋጽ ኣዳሉ	Habeyn Xaqiijinta Laba-Tallaabo
securitySettings	securitySettings.accountProtectedDesc	Your account is protected with two-factor authentication. You will need your authenticator app or a backup code to sign in.	መለያዎ በባለ ሁለት ደረጃ ማረጋገጫ ተጠብቋል። ለመግባት የማረጋገጫ መተግበሪያዎን ወይም የመጠባበቂያ ኮድ ያስፈልግዎታል።	Herregni keessan mirkaneessa sadarkaa lamaatiin eegame. Seenuuf app mirkaneessaa ykn koodii olkaatoo barbaachisa.	ኣካውንትካ ብክልተ-ደረጃ ምርግጋጽ ተሓልዩ ኣሎ። ንምእታው ናይ ምርግጋጽ ኣፕ ወይ ናይ ድጋፍ ኮድ ክትጥቀም ኣለካ።	Akoontigaada waxaa ilaaliyaa xaqiijinta laba-tallaabo. Waxaad u baahan doontaa abkaaga xaqiijinta ama kood kayd ah si aad u soo gasho.
securitySettings	securitySettings.disable2FA	Disable Two-Factor Authentication	ባለ ሁለት ደረጃ ማረጋገጫ አቦዝን	Mirkaneessa Sadarkaa Lamaa Dhaamsi	ክልተ-ደረጃ ምርግጋጽ ኣጥፍእ	Dami Xaqiijinta Laba-Tallaabo
securitySettings	securitySettings.step1ScanQR	Step 1: Scan QR Code	ደረጃ 1: QR ኮድ ይቃኙ	Tarkaanfii 1: Koodii QR Skaanii	ስጉምቲ 1: QR ኮድ ስካን ግበር	Tallaabada 1: Iskaan QR Koodhka
securitySettings	securitySettings.scanQRDesc	Scan this QR code with your authenticator app.	ይህን QR ኮድ በማረጋገጫ መተግበሪያዎ ይቃኙ።	Koodii QR kana app mirkaneessaa keessaniin skaanii godhi.	እዚ QR ኮድ ብናይ ምርግጋጽ ኣፕካ ስካን ግበር።	Ku iskaan QR koodhkan abkaaga xaqiijinta.
securitySettings	securitySettings.orEnterManually	Or enter this code manually:	ወይም ይህን ኮድ በእጅ ያስገቡ:	Ykn koodii kana harkaan galchi:	ወይ እዚ ኮድ ብኢድ ኣእትው:	Ama gacanta ku geli koodhkan:
securitySettings	securitySettings.step2EnterCode	Step 2: Enter Verification Code	ደረጃ 2: የማረጋገጫ ኮድ ያስገቡ	Tarkaanfii 2: Koodii Mirkaneessaa Galchi	ስጉምቲ 2: ናይ ምርግጋጽ ኮድ ኣእቱ	Tallaabada 2: Geli Koodhka Xaqiijinta
securitySettings	securitySettings.enterCodeDesc	Enter the 6-digit code from your authenticator app.	ከማረጋገጫ መተግበሪያዎ ባለ 6 አሃዝ ኮድ ያስገቡ።	Koodii lakkoofsa 6 app mirkaneessaa keessan irraa galchi.	ካብ ናይ ምርግጋጽ ኣፕካ ናይ 6 ቁጽሪ ኮድ ኣእቱ።	Geli koodhka 6 lambar ah ee abkaaga xaqiijinta.
securitySettings	securitySettings.verifyAndEnable	Verify & Enable	አረጋግጥ እና አንቃ	Mirkaneessi fi Dandeessisi	ኣረጋግጽ ን ኣብርህን	Xaqiiji & Daar
securitySettings	securitySettings.cancelSetup	Cancel setup	ማዋቀርን ሰርዝ	Qindaa'ina haqi	ምዕጣቕ ሰርዝ	Ka noqo habeynta
securitySettings	securitySettings.saveBackupCodes	Save Your Backup Codes	የመጠባበቂያ ኮዶችዎን ያስቀምጡ	Koodii Olkaatoo Keessan Olchaa	ናይ ድጋፍ ኮዳትካ ኣቐምጥ	Kaydi Koodyadaada Kaydka
securitySettings	securitySettings.backupCodesDesc	These codes can be used to access your account if you lose your authenticator device. Each code can only be used once. Store them in a safe place.	እነዚህ ኮዶች የማረጋገጫ መሣሪያዎን ካጡ መለያዎን ለመድረስ ሊጠቀሙባቸው ይችላሉ። እያንዳንዱ ኮድ አንድ ጊዜ ብቻ ሊጠቀሙበት ይችላሉ። በደህንነቱ የተጠበቀ ቦታ ያስቀምጧቸው።	Koodiin kun meeshaa mirkaneessaa keessan yoo dhabdan herrega keessanitti argachuuf fayyadamuu ni dandeessu. Koodiin tokko tokko al-tokko qofa fayyadamamuu danda'a. Bakka nageenya qabutti olchaa.	እዞም ኮዳት ናይ ምርግጋጽ መሳርሒኻ እንተስኢንካ ኣካውንትካ ንምእታው ክጥቀሙ ይኽእሉ። ነፍሲ ወከፍ ኮድ ሓንሳብ ጥራይ ይዝቀም። ኣብ ውሑስ ቦታ ኣቐምጦም።	Koodyadani waxa loo isticmaali karaa in lagu galo akoontigaada haddii aad lumiso qalabka xaqiijintaada. Kood walba hal mar oo kaliya ayaa la isticmaali karaa. Meel ammaan ah ku kaydi.
securitySettings	securitySettings.copyAllCodes	Copy All Codes	ሁሉንም ኮዶች ቅዳ	Koodii Hundaa Garagalchi	ኩሎም ኮዳት ቅዳሕ	Koobbi Dhammaan Koodyadda
securitySettings	securitySettings.disableWarning	Disabling two-factor authentication will make your account less secure. Enter your password to confirm.	ባለ ሁለት ደረጃ ማረጋገጫን ማሰናከል መለያዎን ደህንነቱ ያነሰ ያደርገዋል። ለማረጋገጥ የይለፍ ቃልዎን ያስገቡ።	Mirkaneessa sadarkaa lamaa dhaamsuun herrega keessan nageenya gadi buusa. Mirkaneessuuf jecha iccitii keessan galchi.	ክልተ-ደረጃ ምርግጋጽ ምጥፋእ ኣካውንትካ ውሑስ ዘይምዃኑ ይገብሮ። ንምርግጋጽ ፓስዎርድካ ኣእቱ።	Daminta xaqiijinta laba-tallaabo waxay ka dhigaysaa akoontigaada mid aan aad u ammaan ahayn. Geli eraygaaga sirta ah si aad u xaqiijiso.
securitySettings	securitySettings.confirmPassword	Confirm Password	የይለፍ ቃል ያረጋግጡ	Jecha Iccitii Mirkaneessi	ፓስዎርድ ኣረጋግጽ	Xaqiiji Erayga Sirta
securitySettings	securitySettings.enterYourPassword	Enter your password	የይለፍ ቃልዎን ያስገቡ	Jecha iccitii keessan galchi	ፓስዎርድካ ኣእቱ	Geli eraygaaga sirta ah
securitySettings	securitySettings.confirmDisable	Confirm Disable	ማሰናከልን አረጋግጥ	Dhaamsa Mirkaneessi	ምጥፋእ ኣረጋግጽ	Xaqiiji Daminta
securitySettings	securitySettings.twoFactorEnabledSuccess	Two-factor authentication enabled successfully!	ባለ ሁለት ደረጃ ማረጋገጫ በተሳካ ሁኔታ ነቅቷል!	Mirkaneessi sadarkaa lamaa milkaa'inaan dandeeffame!	ክልተ-ደረጃ ምርግጋጽ ብዓወት ሰሪሑ!	Xaqiijinta laba-tallaabo si guul leh ayaa loo daaday!
securitySettings	securitySettings.twoFactorDisabledSuccess	Two-factor authentication has been disabled.	ባለ ሁለት ደረጃ ማረጋገጫ ተሰናክሏል።	Mirkaneessi sadarkaa lamaa dhaamfame.	ክልተ-ደረጃ ምርግጋጽ ጠፊኡ ኣሎ።	Xaqiijinta laba-tallaabo waa la damiyey.
securitySettings	securitySettings.failedSetup2FA	Failed to set up 2FA	2FA ማዋቀር አልተሳካም	2FA qindeessuu hin dandeenye	2FA ምዕጣቕ ኣይከኣለን	Habeynta 2FA way ku guuldareysatay
securitySettings	securitySettings.invalidCode	Invalid code	ልክ ያልሆነ ኮድ	Koodiin sirrii miti	ዘይቅኑዕ ኮድ	Koodh aan sax ahayn
securitySettings	securitySettings.failedDisable2FA	Failed to disable 2FA	2FA ማሰናከል አልተሳካም	2FA dhaamsu hin dandeenye	2FA ምጥፋእ ኣይከኣለን	Daminta 2FA way ku guuldareysatay
securitySettings	securitySettings.networkError	Network error. Please try again.	የአውታረ መረብ ስህተት። እባክዎ እንደገና ይሞክሩ።	Dogoggora neetworkii. Maaloo irra deebi'ii yaali.	ናይ ኔትወርክ ጸገም። ዳግማይ ፈትን።	Khalad shabakad. Fadlan mar kale isku day.
customization	customization.title	Dashboard Customization	ዳሽቦርድ ማበጀት	Jijjiirraa Daashboordii	ናይ ዳሽቦርድ ምዕጣቕ	Habeynta Dashboorkka
customization	customization.description	Configure which features are available for your organization	ለድርጅትዎ የሚገኙ ባህሪያትን ያዋቅሩ	Amaloota dhaabbata keessaniif jiran qindeessi	ንትካልካ ዝቐርቡ ባህርያት ኣወዳድብ	Habeyn sifooyinka loo heli karo ururkiina
customization	customization.loading	Loading...	በመጫን ላይ...	Fe'aa jira...	ይጸዓን ኣሎ...	Waa la soo rarayaa...
